,num,forpet_hash,shop_name,shop_address,address,num,review,score,match
1,3448,02b79daa6f6646faa9c7ae38d1d9de3b3924939ea0a4a6cd23fb4a68cd4552a5,커피마시는고양이,"['종로구', '안국동', '21-1']",서울특별시 종로구 안국동 19-1,1,0,0,match_dong
2,3457,0b3fa886f7a1b634a232dd9682b4df89a56e83d29154aad3f664d9882ae5bd61,커피타는고양이,"['성북구', '상월곡동', '74-1']",상월곡동 73-1번지 2층 성북구 서울특별시 KR,0,날이 더워서인지 냄새는 좀났지만 그래도 고양이들이 얌전하고 나름 좋았네요.주차는 좀힘들어요., 별표 3개 ,m
4,3457,0b3fa886f7a1b634a232dd9682b4df89a56e83d29154aad3f664d9882ae5bd61,커피타는고양이,"['성북구', '상월곡동', '74-1']",상월곡동 73-1번지 2층 성북구 서울특별시 KR,1,사장님이 친절하시고 고양이가 귀여워요, 별표 5개 ,a
6,3457,0b3fa886f7a1b634a232dd9682b4df89a56e83d29154aad3f664d9882ae5bd61,커피타는고양이,"['성북구', '상월곡동', '74-1']",상월곡동 73-1번지 2층 성북구 서울특별시 KR,2,귀여운 고양이들이 가득해요 !, 별표 5개 ,t
8,3467,c85eb990dd11016ab18cb12b2cba60fde44e43988f4154eaef030f993f0ce167,마오,"['마포구', '서교동', '358-51']",서울특별시 강남구 역삼동 830-41,0,, 별표 4개 ,n
10,3467,c85eb990dd11016ab18cb12b2cba60fde44e43988f4154eaef030f993f0ce167,마오,"['마포구', '서교동', '358-51']",서울특별시 강남구 신사동 도산대로53길 30,0,"최애 네츄럴와인 맛집. 서비스, 친절함, 가게 분위기, 화장실 청결도, 발렛서비스 등 모두 만족이지만... 애정하는 이유의 90%는 광어 매니져님의 추천와인과 메뉴 덕분. 
이 집에서 어떤걸 먹고 마셔야 할지 모르겠다면 무조건 '광어'매니져님 찾아서 물어보시길...그동안 알고 있던 와인 맛에 대한 개념을 바꿔주는 집. 

적당히 먹고 마시면 인당 15만원(와인2-3병+요리)정도 봐야 합니다...", 별표 5개 ,n
7,3465,b7e53bb84daa493c642a16eb9423bddddf44c91c07f8345d61e18baec4868835,고양이다락방건대점,"['광진구', '자양동', '1-3']",서울특별시 광진구 자양4동 1-11 3층,1,0,0,match_gu
9,3467,c85eb990dd11016ab18cb12b2cba60fde44e43988f4154eaef030f993f0ce167,마오,"['마포구', '서교동', '358-51']",서울특별시 강남구 역삼동 830-41,1,, 별표 3개 ,o
11,3467,c85eb990dd11016ab18cb12b2cba60fde44e43988f4154eaef030f993f0ce167,마오,"['마포구', '서교동', '358-51']",서울특별시 강남구 신사동 도산대로53길 30,1,소이연남과 툭툭누둘타이의 중간정도 되는 포지션을 가진 매장이라고 생각한다. 소이연남의 국수도 즐길 수 있으면서 툭툭의 요리도 즐길 수 있다. 내츄럴 와인도 많이 구비해서 태국요리와 내츄럴와인을 합리적인 가격에 함께 즐기기에도 좋다. 요새 툭툭 사장님이 가장 많이 신경쓰는 매장이라 더욱 자주 가게 된다., 별표 5개 ,o
12,3467,c85eb990dd11016ab18cb12b2cba60fde44e43988f4154eaef030f993f0ce167,마오,"['마포구', '서교동', '358-51']",서울특별시 강남구 신사동 도산대로53길 30,2,"도대체 이정도 실력을 지닌 태국 요리사들은 어디에서 등장한 것일까요?

이렇게 듬직한 와인 리스트는 또 무엇이고요?", 별표 5개 ,t
