,num,forpet_hash,shop_name,shop_address,address,num,review,score,match
1,3450,1775ad77730de5a98c41665a3b6424ddb6c15ed7082e69954dbc7141d1775857,미어캣파크애견카페,"['종로구', '동숭동', '1-113']","1-113 6층, 동숭동 종로구 서울특별시",0,"동물들이 사납지않아서💕 좋았지만 한 사람에게만 가서 심심한 고객도 많은것 같았습니다~👀가서 미어켓을만지는것은 15세이상부터 들어갈수있지만 애완동물과(강아지,고양이)노는것은 누구니 들어갈수있습니다 미어켓은 활발해서 많이 뛰어놀지만 고양이는예쁘고 얌전하게 앉아있기만 하구요,강아지는 너무 사랑스럽게 품에 안깁니다🐶 하지만 털이빠져 옷이💥 더럽혀지는점은 깔끔한걸좋아하시는분은 않좋아하실 수도 있겠네요ㅜㅜ 중요한건 고양이!…", 별표 4개 ,x
2,3452,5497cb26203bd77267a1183fbf3cb41aecb825ecc0efadf24b56f2fc4be1cc71,코코보노고양이호텔애완동물위탁관리서비스,"['용산구', '한남동', '724-6']",서울특별시 용산구 한남대로 28길 10 2층,0,원장님 친절하심, 별표 3개 ,x
3,3456,415037db1888ad8f62d646bf090da945e1361651f3b022faa10b7affa3e77832,청춘고양이카페카페,"['마포구', '서교동', '358-92']",서울특별시 마포구 서교동 와우산로21길 12-6,0,"고양이 좋아 하시면 강추합니다.
노키즈존이며, 미성년자 8,000원, 성인 9,000원, 음료 및 간식은 별도 지불해야 합니다.
최대 이용 가능시간 2시간입니다.
입장 전 신발 장에 신발을 벗고 손소독을 해주셔야 하며, 신발장 위에 위치해 있는 주의사항을 반드시 확인하시기 바랍니다.", 별표 5개 ,x
4,3463,e73ef8b17a85c7598e80e33cb0c5ddbe54874c58539f32996605db3a99d460fc,청춘고양이카페합정점카페,"['마포구', '상수동', '93-86']",서울특별시 마포구 서교동 400-11,1,0,0,x
5,3464,a32a6242af5e3d53376db4136cddeabc73826223afba515460aec2fd92db7099,집사의하루강남점동물공원,"['강남구', '역삼동', '619-4']",역삼동 619-4번지 5층 501호 장연빌딩 강남구 서울특별시 KR,0,"일반 고양이 카페가 아닌 유기묘 카페라고 해서 갔는데 생각보다 더 좋은 공간이었습니다
특히 인상적이었던건 베란다가 천장만 뚫린 거였어요!
냥이랑 같이 햇빛과 바람 맞으며 앉아 있을 수 있다는 게 진짜 집사가 되어본 느낌이라 행복했어요
사진으로 못남긴 아늑한 공간도 또 베란다 옆에 있어서 꽤 넓어요", 별표 5개 ,x
6,3467,c85eb990dd11016ab18cb12b2cba60fde44e43988f4154eaef030f993f0ce167,홍대고양이카페카페,"['마포구', '서교동', '358-51']",서울특별시 마포구 서교동 와우산로21길 36-10,0,"크리스마스 이브에 늦게까지 영업하는 고양이카페가 있나 검색해서 난생 처음으로 방문한 고양이카페입니다.가격은 2시간 기준 인당 12,000원이고 간단한 음료바가 있습니다. 이브이고 홍대에서 새벽 1시까지 영업하는 곳이라 손님이 많을줄 알았는데, 막상 우리 일행말고는 손님이 없고 마감하는 분위기라 조금 당황했지만 내색 없이 맞이해 주셔서 감사했습니다.
한적해서 그런지 조금 더 편안한 분위기 속에서 한마리 한마리 찬찬히 살펴보고…", 별표 4개 ,x
7,3469,185aee81f891780d0b27f22315f27fd5ba394fb0544dd1b800612e509d3c73f3,고양이다락방카페,"['서초구', '서초동', '1317-11']",서울특별시 서초구 서초4동 서초대로77길 9,0,"사장님 친절하시구 귀여운 고양이들도 많이있어요
피곤해서 잠자는 고양이들도 많지만 장난감으로 놀아주면 좋아서 펄쩍뛰는 냥이들도 많아서 너무 귀여워요:)-♡", 별표 4개 ,x
8,3478,18787f1ca7c0dd484adf88dd7282313a488bc3cf5d71c0e25c64ae4eccafbb5b,맹쿤라쿤카페카페,"['마포구', '서교동', '407-27']",서울특별시 마포구 서교동 358-2,0,"동물 냄새가 좀 많이 나긴 하지만 어쩔 수 없는듯. 동물들이 사람 안 무서워 하고 막 기어오르기도 하는데 완전 귀엽다. 먹이는 따로 안파는 것 같았고, 음료는 그냥 그랬음", 별표 4개 ,x
9,3488,871649c047a444c08a7ac2e6b8dbd96322bb39c01fad9fe314bab543fcd5c255,고양이다락방,"['강동구', '천호동', '415-5']",천호동 415-5번지 3층 강동구 서울특별시 KR,0,, 별표 1개 ,x
10,3500,07602aad9bcca5a63bdf3ef0c370e0a9906adc140717f231295a2049b02707f3,김메와고양이들카페카페,"['구로구', '오류동', '283-8']",서울특별시 구로구 한남동 서해안로 2211 1층,0,귀여운 고양이 캐릭터가 가득한 햇살좋은 카페, 별표 5개 ,x
